County,State FIPS,County Code,County FIPS,ZipCode,File Date,Neighborhood
New York,36,061,36061,10024,7/25/07,Upper West Side
New York,36,061,36061,10025,7/25/07,Upper West Side
New York,36,061,36061,10026,7/25/07,Central Harlem
New York,36,061,36061,10027,7/25/07,Central Harlem
New York,36,061,36061,10028,7/25/07,Upper East Side
New York,36,061,36061,10029,7/25/07,East Harlem
New York,36,061,36061,10030,7/25/07,Central Harlem
New York,36,061,36061,10031,7/25/07,Inwood and Washington Heights
New York,36,061,36061,10032,7/25/07,Inwood and Washington Heights
New York,36,061,36061,10033,7/25/07,Inwood and Washington Heights
New York,36,061,36061,10034,7/25/07,Inwood and Washington Heights
New York,36,061,36061,10035,7/25/07,East Harlem
New York,36,061,36061,10036,7/25/07,Chelsea and Clinton
New York,36,061,36061,10037,7/25/07,Central Harlem
New York,36,061,36061,10038,7/25/07,Lower Manhattan
New York,36,061,36061,10039,7/25/07,Central Harlem
New York,36,061,36061,10040,7/25/07,Inwood and Washington Heights
New York,36,061,36061,10041,7/25/07,NA
New York,36,061,36061,10043,7/25/07,NA
New York,36,061,36061,10044,7/25/07,Upper East Side
New York,36,061,36061,10045,7/25/07,NA
New York,36,061,36061,10047,7/25/07,NA
New York,36,061,36061,10048,7/25/07,NA
New York,36,061,36061,10055,7/25/07,NA
New York,36,061,36061,10065,7/25/07,Upper East Side
New York,36,061,36061,10069,7/25/07,NA
New York,36,061,36061,10072,7/25/07,NA
New York,36,061,36061,10075,7/25/07,Upper East Side
New York,36,061,36061,10080,7/25/07,NA
New York,36,061,36061,10081,7/25/07,NA
New York,36,061,36061,10082,7/25/07,NA
New York,36,061,36061,10087,7/25/07,NA
New York,36,061,36061,10101,7/25/07,NA
New York,36,061,36061,10102,7/25/07,NA
New York,36,061,36061,10103,7/25/07,NA
New York,36,061,36061,10104,7/25/07,NA
New York,36,061,36061,10105,7/25/07,NA
New York,36,061,36061,10106,7/25/07,NA
New York,36,061,36061,10107,7/25/07,NA
New York,36,061,36061,10108,7/25/07,NA
New York,36,061,36061,10109,7/25/07,NA
New York,36,061,36061,10110,7/25/07,NA
New York,36,061,36061,10111,7/25/07,NA
New York,36,061,36061,10112,7/25/07,NA
New York,36,061,36061,10113,7/25/07,NA
New York,36,061,36061,10114,7/25/07,NA
New York,36,061,36061,10115,7/25/07,NA
New York,36,061,36061,10116,7/25/07,NA
New York,36,061,36061,10117,7/25/07,NA
New York,36,061,36061,10118,7/25/07,NA
New York,36,061,36061,10119,7/25/07,NA
New York,36,061,36061,10120,7/25/07,NA
New York,36,061,36061,10121,7/25/07,NA
New York,36,061,36061,10122,7/25/07,NA
New York,36,061,36061,10123,7/25/07,NA
New York,36,061,36061,10124,7/25/07,NA
New York,36,061,36061,10125,7/25/07,NA
New York,36,061,36061,10126,7/25/07,NA
New York,36,061,36061,10128,7/25/07,Upper East Side
New York,36,061,36061,10129,7/25/07,NA
New York,36,061,36061,10130,7/25/07,NA
New York,36,061,36061,10131,7/25/07,NA
New York,36,061,36061,10132,7/25/07,NA
New York,36,061,36061,10133,7/25/07,NA
New York,36,061,36061,10138,7/25/07,NA
New York,36,061,36061,10149,7/25/07,NA
New York,36,061,36061,10150,7/25/07,NA
New York,36,061,36061,10151,7/25/07,NA
New York,36,061,36061,10152,7/25/07,NA
New York,36,061,36061,10153,7/25/07,NA
New York,36,061,36061,10154,7/25/07,NA
New York,36,061,36061,10155,7/25/07,NA
New York,36,061,36061,10156,7/25/07,NA
New York,36,061,36061,10157,7/25/07,NA
New York,36,061,36061,10158,7/25/07,NA
New York,36,061,36061,10159,7/25/07,NA
New York,36,061,36061,10160,7/25/07,NA
New York,36,061,36061,10161,7/25/07,NA
New York,36,061,36061,10162,7/25/07,NA
New York,36,061,36061,10163,7/25/07,NA
New York,36,061,36061,10164,7/25/07,NA
New York,36,061,36061,10165,7/25/07,NA
New York,36,061,36061,10166,7/25/07,NA
New York,36,061,36061,10167,7/25/07,NA
New York,36,061,36061,10168,7/25/07,NA
New York,36,061,36061,10169,7/25/07,NA
New York,36,061,36061,10170,7/25/07,NA
New York,36,061,36061,10171,7/25/07,NA
New York,36,061,36061,10172,7/25/07,NA
New York,36,061,36061,10173,7/25/07,NA
New York,36,061,36061,10174,7/25/07,NA
New York,36,061,36061,10175,7/25/07,NA
New York,36,061,36061,10176,7/25/07,NA
New York,36,061,36061,10177,7/25/07,NA
New York,36,061,36061,10178,7/25/07,NA
New York,36,061,36061,10179,7/25/07,NA
New York,36,061,36061,10185,7/25/07,NA
New York,36,061,36061,10197,7/25/07,NA
New York,36,061,36061,10199,7/25/07,NA
New York,36,061,36061,10213,7/25/07,NA
New York,36,061,36061,10242,7/25/07,NA
New York,36,061,36061,10249,7/25/07,NA
New York,36,061,36061,10256,7/25/07,NA
New York,36,061,36061,10259,7/25/07,NA
New York,36,061,36061,10260,7/25/07,NA
New York,36,061,36061,10261,7/25/07,NA
New York,36,061,36061,10265,7/25/07,NA
New York,36,061,36061,10268,7/25/07,NA
New York,36,061,36061,10269,7/25/07,NA
New York,36,061,36061,10270,7/25/07,NA
New York,36,061,36061,10271,7/25/07,NA
New York,36,061,36061,10272,7/25/07,NA
New York,36,061,36061,10273,7/25/07,NA
New York,36,061,36061,10274,7/25/07,NA
New York,36,061,36061,10275,7/25/07,NA
New York,36,061,36061,10276,7/25/07,NA
New York,36,061,36061,10277,7/25/07,NA
New York,36,061,36061,10278,7/25/07,NA
New York,36,061,36061,10279,7/25/07,NA
New York,36,061,36061,10280,7/25/07,Lower Manhattan
New York,36,061,36061,10281,7/25/07,NA
New York,36,061,36061,10282,7/25/07,NA
New York,36,061,36061,10285,7/25/07,NA
New York,36,061,36061,10286,7/25/07,NA
New York,36,061,36061,10292,7/25/07,NA
New York,36,061,36061,10463,7/25/07,Kingsbridge and Riverdale
New York,36,061,36061,11201,7/25/07,Northwest Brooklyn
Queens,36,081,36081,11001,7/25/07,NA
Queens,36,081,36081,11004,7/25/07,Southeast Queens
Queens,36,081,36081,11005,7/25/07,Southeast Queens
Queens,36,081,36081,11040,7/25/07,NA
Queens,36,081,36081,11096,7/25/07,NA
Queens,36,081,36081,11101,7/25/07,Northwest Queens
Queens,36,081,36081,11102,7/25/07,Northwest Queens
Queens,36,081,36081,11103,7/25/07,Northwest Queens
Queens,36,081,36081,11104,7/25/07,Northwest Queens
Queens,36,081,36081,11105,7/25/07,Northwest Queens
Queens,36,081,36081,11106,7/25/07,Northwest Queens
Queens,36,081,36081,11109,7/25/07,NA
Queens,36,081,36081,11351,7/25/07,NA
Queens,36,081,36081,11352,7/25/07,NA
Queens,36,081,36081,11354,7/25/07,North Queens
Queens,36,081,36081,11355,7/25/07,North Queens
Queens,36,081,36081,11356,7/25/07,North Queens
Queens,36,081,36081,11357,7/25/07,North Queens
Queens,36,081,36081,11358,7/25/07,North Queens
Queens,36,081,36081,11359,7/25/07,North Queens
Queens,36,081,36081,11360,7/25/07,North Queens
Queens,36,081,36081,11361,7/25/07,Northeast Queens
Queens,36,081,36081,11362,7/25/07,Northeast Queens
Queens,36,081,36081,11363,7/25/07,Northeast Queens
Queens,36,081,36081,11364,7/25/07,Northeast Queens
Queens,36,081,36081,11365,7/25/07,Central Queens
Queens,36,081,36081,11366,7/25/07,Central Queens
Queens,36,081,36081,11367,7/25/07,Central Queens
Queens,36,081,36081,11368,7/25/07,West Queens
Queens,36,081,36081,11369,7/25/07,West Queens
Queens,36,081,36081,11370,7/25/07,West Queens
Queens,36,081,36081,11371,7/25/07,NA
Queens,36,081,36081,11372,7/25/07,West Queens
Queens,36,081,36081,11373,7/25/07,West Queens
Queens,36,081,36081,11374,7/25/07,West Central Queens
Queens,36,081,36081,11375,7/25/07,West Central Queens
Queens,36,081,36081,11377,7/25/07,West Queens
Queens,36,081,36081,11378,7/25/07,West Queens
Queens,36,081,36081,11379,7/25/07,West Central Queens
Queens,36,081,36081,11380,7/25/07,NA
Queens,36,081,36081,11381,7/25/07,NA
Queens,36,081,36081,11385,7/25/07,West Central Queens
Queens,36,081,36081,11386,7/25/07,NA
Queens,36,081,36081,11405,7/25/07,NA
Queens,36,081,36081,11411,7/25/07,Southeast Queens
Queens,36,081,36081,11412,7/25/07,Jamaica
Queens,36,081,36081,11413,7/25/07,Southeast Queens
Queens,36,081,36081,11414,7/25/07,Southwest Queens
Queens,36,081,36081,11415,7/25/07,Southwest Queens
Queens,36,081,36081,11416,7/25/07,Southwest Queens
Queens,36,081,36081,11417,7/25/07,Southwest Queens
Queens,36,081,36081,11418,7/25/07,Southwest Queens
Queens,36,081,36081,11419,7/25/07,Southwest Queens
Queens,36,081,36081,11420,7/25/07,Southwest Queens
Queens,36,081,36081,11421,7/25/07,Southwest Queens
Queens,36,081,36081,11422,7/25/07,Southeast Queens
Queens,36,081,36081,11423,7/25/07,Jamaica
Queens,36,081,36081,11424,7/25/07,NA
Queens,36,081,36081,11425,7/25/07,NA
Queens,36,081,36081,11426,7/25/07,Southeast Queens
Queens,36,081,36081,11427,7/25/07,Southeast Queens
Queens,36,081,36081,11428,7/25/07,Southeast Queens
Queens,36,081,36081,11429,7/25/07,Southeast Queens
Queens,36,081,36081,11430,7/25/07,NA
Queens,36,081,36081,11431,7/25/07,NA
Queens,36,081,36081,11432,7/25/07,Jamaica
Queens,36,081,36081,11433,7/25/07,Jamaica
Queens,36,081,36081,11434,7/25/07,Jamaica
Queens,36,081,36081,11435,7/25/07,Jamaica
Queens,36,081,36081,11436,7/25/07,Jamaica
Queens,36,081,36081,11439,7/25/07,NA
Queens,36,081,36081,11451,7/25/07,NA
Queens,36,081,36081,11499,7/25/07,NA
Queens,36,081,36081,11559,7/25/07,NA
Queens,36,081,36081,11580,7/25/07,NA
Queens,36,081,36081,11690,7/25/07,NA
Queens,36,081,36081,11691,7/25/07,Rockaways
Queens,36,081,36081,11692,7/25/07,Rockaways
Queens,36,081,36081,11694,7/25/07,Rockaways
Queens,36,081,36081,11695,7/25/07,Rockaways
Queens,36,081,36081,11697,7/25/07,Rockaways
Richmond,36,085,36085,10301,7/25/07,Stapleton and St. George
Richmond,36,085,36085,10302,7/25/07,Port Richmond
Richmond,36,085,36085,10303,7/25/07,Port Richmond
Richmond,36,085,36085,10304,7/25/07,Stapleton and St. George
Richmond,36,085,36085,10305,7/25/07,Stapleton and St. George
Richmond,36,085,36085,10306,7/25/07,South Shore
Richmond,36,085,36085,10307,7/25/07,South Shore
Richmond,36,085,36085,10308,7/25/07,South Shore
Richmond,36,085,36085,10309,7/25/07,South Shore
Richmond,36,085,36085,10310,7/25/07,Port Richmond
Richmond,36,085,36085,10311,7/25/07,NA
Richmond,36,085,36085,10312,7/25/07,South Shore
Richmond,36,085,36085,10313,7/25/07,NA
Richmond,36,085,36085,10314,7/25/07,Mid-Island
